Time: 08.07.2022 13:57:23;;;
Team: test;;;
Athlete name: Lasse I;;;
Device: NORDIC07;;;
Comment: ;;;
#SampleTime[s];Force_left[N];Force_right[N];
0.8810;2.64;1.40;
0.8820;3.23;1.07;
0.8830;3.68;0.73;
0.8840;3.99;0.21;
0.8850;4.70;0.07;
0.8860;5.20;-0.15;
0.8870;5.89;-0.50;
0.8880;6.09;-0.78;
0.8890;6.12;-0.58;
0.8900;6.23;-0.38;
0.8910;6.08;-0.39;
0.8920;5.95;-0.17;
0.8930;6.20;-0.01;
0.8940;6.31;-0.09;
0.8950;6.32;0.13;
0.8960;6.29;0.23;
0.8970;6.20;0.42;
0.8980;6.02;0.52;
0.8990;5.75;0.70;
0.9000;5.61;1.06;
0.9010;5.84;0.90;
0.9020;6.57;0.48;
0.9030;7.20;0.26;
0.9040;7.42;0.34;
0.9050;7.86;-0.08;
0.9060;8.51;-0.64;
0.9070;8.83;-0.94;
0.9080;8.91;-1.06;
0.9090;8.73;-0.92;
0.9100;8.64;-0.61;
0.9110;8.56;-0.51;
0.9120;8.47;-0.39;
0.9130;8.09;-0.17;
0.9140;8.07;-0.20;
0.9150;7.84;-0.11;
0.9160;7.58;0.13;
0.9170;7.38;0.33;
0.9180;7.27;0.59;
0.9190;7.06;0.90;
0.9200;6.43;1.00;
0.9210;6.61;0.90;
0.9220;7.01;0.64;
0.9230;7.30;0.24;
0.9240;7.19;0.11;
0.9250;7.82;-0.21;
0.9260;8.18;-0.41;
0.9270;8.21;-0.77;
0.9280;8.25;-0.92;
0.9290;7.97;-0.82;
0.9300;7.72;-0.88;
0.9310;7.26;-0.34;
0.9320;7.09;-0.33;
0.9330;6.62;-0.23;
0.9340;6.45;-0.18;
0.9350;6.15;0.04;
0.9360;5.91;0.21;
0.9370;5.59;0.16;
0.9380;5.22;0.51;
0.9390;4.70;0.80;
0.9400;4.09;1.21;
0.9410;4.33;0.86;
0.9420;4.56;0.47;
0.9430;4.74;0.24;
0.9440;4.89;-0.02;
0.9450;5.09;-0.14;
0.9460;5.42;-0.48;
0.9470;5.56;-0.73;
0.9480;5.37;-0.75;
0.9490;5.19;-0.43;
0.9500;5.00;-0.39;
0.9510;4.55;-0.67;
0.9520;4.07;-0.41;
0.9530;3.65;-0.25;
0.9540;3.43;-0.56;
0.9550;3.02;-0.15;
0.9560;2.62;0.44;
0.9570;2.73;0.41;
0.9580;2.50;0.66;
0.9590;1.98;1.07;
0.9600;1.43;1.18;
0.9610;1.36;0.98;
0.9620;1.72;0.47;
0.9630;1.62;0.25;
0.9640;1.80;0.06;
0.9650;2.12;-0.38;
0.9660;2.44;-0.64;
0.9670;2.80;-0.80;
0.9680;2.95;-0.82;
0.9690;2.70;-0.72;
0.9700;2.50;-0.55;
0.9710;2.17;-0.41;
0.9720;1.69;-0.31;
0.9730;1.50;-0.30;
0.9740;1.37;-0.20;
0.9750;1.02;-0.05;
0.9760;0.57;0.09;
0.9770;0.51;0.20;
0.9780;0.21;0.31;
0.9790;-0.44;0.83;
0.9800;-0.76;1.08;
0.9810;-0.46;1.01;
0.9820;0.07;0.66;
0.9830;0.30;0.26;
0.9840;0.39;0.24;
0.9850;0.62;-0.11;
0.9860;0.84;-0.75;
0.9870;1.33;-1.06;
0.9880;1.34;-1.08;
0.9890;1.30;-0.82;
0.9900;1.07;-0.57;
0.9910;0.81;-0.45;
0.9920;0.79;-0.15;
0.9930;0.56;-0.18;
0.9940;0.31;-0.16;
0.9950;-0.04;-0.07;
0.9960;-0.10;0.11;
0.9970;-0.34;0.29;
0.9980;-0.69;0.43;
0.9990;-0.98;0.76;
10.000;-1.24;0.93;
10.010;-1.19;0.95;
10.020;-0.65;0.57;
10.030;-0.39;0.22;
10.040;-0.10;0.05;
10.050;0.13;-0.18;
10.060;0.56;-0.51;
10.070;0.92;-0.74;
10.080;1.11;-0.72;
10.090;1.15;-0.77;
10.100;0.61;-0.76;
10.110;0.60;-0.60;
10.120;0.36;-0.41;
10.130;0.06;-0.31;
10.140;0.13;-0.27;
10.150;-0.10;-0.05;
10.160;-0.29;0.18;
10.170;-0.36;0.41;
10.180;-0.58;0.62;
10.190;-1.19;0.91;
10.200;-1.51;0.98;
10.210;-1.01;0.78;
10.220;-0.68;0.53;
10.230;-0.36;0.34;
10.240;-0.23;0.14;
10.250;0.16;-0.39;
10.260;0.70;-0.46;
10.270;0.96;-0.80;
10.280;1.28;-0.87;
10.290;0.93;-0.74;
10.300;0.73;-0.61;
10.310;0.34;-0.31;
10.320;0.20;-0.38;
10.330;0.31;-0.19;
10.340;0.02;-0.25;
10.350;0.02;0.14;
10.360;-0.19;0.22;
10.370;-0.43;0.14;
10.380;-0.75;0.52;
10.390;-1.10;0.80;
10.400;-1.41;0.91;
10.410;-1.36;0.91;
10.420;-0.64;0.61;
10.430;-0.44;0.24;
10.440;-0.40;0.25;
10.450;0.36;-0.12;
10.460;0.73;-0.51;
10.470;0.85;-0.66;
10.480;1.02;-0.77;
10.490;0.91;-0.92;
10.500;0.77;-0.58;
10.510;0.44;-0.46;
10.520;0.30;-0.45;
10.530;0.28;-0.20;
10.540;0.02;-0.11;
10.550;-0.27;0.04;
10.560;-0.27;0.19;
10.570;-0.35;0.37;
10.580;-0.75;0.49;
10.590;-1.22;0.96;
10.600;-1.49;0.99;
10.610;-1.30;1.05;
10.620;-0.80;0.62;
10.630;-0.33;0.12;
10.640;-0.17;0.29;
10.650;0.22;-0.32;
10.660;0.73;-0.71;
10.670;0.87;-0.82;
10.680;1.03;-0.86;
10.690;1.03;-0.80;
10.700;0.77;-0.67;
10.710;0.39;-0.49;
10.720;0.31;-0.33;
10.730;0.14;-0.21;
10.740;-0.06;-0.21;
10.750;-0.04;-0.01;
10.760;-0.45;0.21;
10.770;-0.67;0.31;
10.780;-0.81;0.55;
10.790;-1.17;0.90;
10.800;-1.33;0.97;
10.810;-1.15;0.91;
10.820;-0.74;0.59;
10.830;-0.48;0.29;
10.840;-0.27;0.15;
10.850;0.16;-0.11;
10.860;0.56;-0.52;
10.870;0.88;-0.80;
10.880;0.94;-0.88;
10.890;0.94;-0.82;
10.900;0.56;-0.46;
10.910;0.48;-0.38;
10.920;0.34;-0.22;
10.930;-0.06;-0.10;
10.940;-0.01;-0.15;
10.950;-0.24;0.05;
10.960;-0.34;0.10;
10.970;-0.42;0.29;
10.980;-0.53;0.47;
10.990;-1.04;0.85;
11.000;-1.48;1.01;
11.010;-1.20;0.93;
11.020;-0.78;0.60;
11.030;-0.44;0.22;
11.040;-0.24;0.18;
11.050;0.23;-0.21;
11.060;0.81;-0.47;
11.070;0.81;-0.71;
11.080;1.01;-0.78;
11.090;0.92;-0.82;
11.100;0.61;-0.67;
11.110;0.48;-0.51;
11.120;0.17;-0.38;
11.130;0.17;-0.21;
11.140;0.05;-0.00;
11.150;-0.06;-0.02;
11.160;-0.35;0.20;
11.170;-0.57;0.46;
11.180;-0.72;0.40;
11.190;-1.10;0.69;
11.200;-1.29;0.99;
11.210;-1.26;0.93;
11.220;-0.77;0.50;
11.230;-0.46;0.38;
11.240;-0.26;0.20;
11.250;0.20;-0.19;
11.260;0.57;-0.43;
11.270;1.00;-0.49;
11.280;1.23;-0.93;
11.290;1.00;-0.71;
11.300;0.76;-0.39;
11.310;0.47;-0.48;
11.320;0.21;-0.29;
11.330;0.32;-0.14;
11.340;0.06;-0.16;
11.350;-0.17;-0.07;
11.360;-0.34;0.20;
11.370;-0.48;0.15;
11.380;-0.67;0.52;
11.390;-1.23;0.86;
11.400;-1.12;1.06;
11.410;-1.24;0.95;
11.420;-0.67;0.51;
11.430;-0.52;0.37;
11.440;-0.47;0.20;
11.450;0.17;-0.29;
11.460;0.50;-0.59;
11.470;1.06;-0.68;
11.480;1.06;-0.84;
11.490;0.89;-0.76;
11.500;0.70;-0.74;
11.510;0.57;-0.62;
11.520;0.23;-0.25;
11.530;0.34;-0.19;
11.540;-0.01;-0.18;
11.550;-0.01;-0.01;
11.560;-0.21;0.13;
11.570;-0.73;0.39;
11.580;-0.67;0.58;
11.590;-1.11;0.74;
11.600;-1.34;1.03;
11.610;-1.32;1.08;
11.620;-0.72;0.63;
11.630;-0.39;0.38;
11.640;-0.18;0.27;
11.650;0.19;-0.19;
11.660;0.59;-0.51;
11.670;0.95;-0.78;
11.680;1.19;-0.99;
11.690;1.05;-0.71;
11.700;0.62;-0.50;
11.710;0.57;-0.50;
11.720;0.16;-0.33;
11.730;-0.02;-0.13;
11.740;0.20;-0.21;
11.750;-0.21;-0.16;
11.760;-0.31;0.20;
11.770;-0.49;0.25;
11.780;-0.73;0.45;
11.790;-0.98;0.87;
11.800;-1.45;1.13;
11.810;-1.18;1.02;
11.820;-0.77;0.51;
11.830;-0.42;0.29;
11.840;-0.21;0.16;
11.850;0.17;-0.25;
11.860;0.74;-0.37;
11.870;0.87;-0.59;
11.880;1.05;-0.95;
11.890;0.93;-0.63;
11.900;0.53;-0.63;
11.910;0.58;-0.53;
11.920;0.24;-0.38;
11.930;0.13;-0.18;
11.940;0.11;-0.17;
11.950;-0.15;-0.03;
11.960;-0.35;0.38;
11.970;-0.53;0.27;
11.980;-0.54;0.54;
11.990;-1.05;0.77;
12.000;-1.48;1.14;
12.010;-1.17;0.96;
12.020;-0.77;0.65;
12.030;-0.34;0.44;
12.040;-0.10;0.24;
12.050;0.26;-0.17;
12.060;0.70;-0.54;
12.070;0.83;-0.75;
12.080;1.19;-0.78;
12.090;1.04;-0.78;
12.100;0.82;-0.65;
12.110;0.38;-0.35;
12.120;0.35;-0.34;
12.130;0.27;-0.17;
12.140;-0.03;-0.13;
12.150;-0.18;0.14;
12.160;-0.59;0.19;
12.170;-0.39;0.26;
12.180;-0.82;0.50;
12.190;-1.29;0.92;
12.200;-1.34;0.95;
12.210;-1.27;0.80;
12.220;-0.69;0.55;
12.230;-0.44;0.33;
12.240;-0.24;0.20;
12.250;0.27;-0.24;
12.260;0.72;-0.54;
12.270;0.84;-0.83;
12.280;1.05;-0.84;
12.290;1.02;-0.71;
12.300;0.72;-0.60;
12.310;0.52;-0.44;
12.320;0.38;-0.37;
12.330;0.33;-0.35;
12.340;0.06;-0.20;
12.350;-0.14;-0.07;
12.360;-0.40;0.27;
12.370;-0.58;0.33;
12.380;-0.88;0.53;
12.390;-1.21;0.96;
12.400;-1.45;1.27;
12.410;-1.23;1.03;
12.420;-0.79;0.47;
12.430;-0.41;0.33;
12.440;-0.31;0.08;
12.450;0.16;-0.23;
12.460;0.89;-0.50;
12.470;0.93;-0.90;
12.480;1.09;-0.95;
12.490;0.89;-0.75;
12.500;0.67;-0.65;
12.510;0.53;-0.57;
12.520;0.31;-0.43;
12.530;0.15;-0.43;
12.540;0.07;-0.25;
12.550;-0.19;-0.06;
12.560;-0.30;0.01;
12.570;-0.44;-0.00;
12.580;-0.71;0.10;
12.590;-1.21;0.59;
12.600;-1.26;0.57;
12.610;-1.08;0.63;
12.620;-0.68;0.26;
12.630;-0.23;0.08;
12.640;-0.33;-0.22;
12.650;0.16;-0.66;
12.660;0.47;-0.99;
12.670;0.82;-1.36;
12.680;1.00;-1.48;
12.690;1.11;-1.42;
12.700;0.80;-1.20;
12.710;0.59;-1.16;
12.720;0.34;-1.09;
12.730;0.11;-0.95;
12.740;0.22;-0.76;
12.750;-0.12;-0.70;
12.760;-0.07;-0.39;
12.770;-0.35;-0.56;
12.780;-0.73;-0.27;
12.790;-1.28;-0.03;
12.800;-1.66;0.06;
12.810;-1.29;-0.09;
12.820;-0.86;-0.37;
12.830;-0.49;-0.55;
12.840;-0.25;-0.76;
12.850;0.23;-1.14;
12.860;0.70;-1.58;
12.870;1.09;-1.80;
12.880;1.09;-1.96;
12.890;0.90;-1.76;
12.900;0.59;-1.84;
12.910;0.38;-1.61;
12.920;0.38;-1.43;
12.930;0.08;-1.33;
12.940;0.05;-1.42;
12.950;-0.12;-1.15;
12.960;-0.38;-0.92;
12.970;-0.49;-0.90;
12.980;-0.77;-0.71;
12.990;-1.31;-0.49;
13.000;-1.19;-0.32;
13.010;-1.09;-0.28;
13.020;-0.84;-0.63;
13.030;-0.35;-1.03;
13.040;-0.25;-1.12;
13.050;0.24;-1.49;
13.060;0.60;-1.74;
13.070;1.00;-2.05;
13.080;1.10;-2.27;
13.090;0.96;-2.19;
13.100;0.78;-1.89;
13.110;0.49;-1.73;
13.120;0.30;-1.65;
13.130;0.16;-1.54;
13.140;0.15;-1.52;
13.150;-0.13;-1.43;
13.160;-0.36;-1.35;
13.170;-0.54;-1.12;
13.180;-0.92;-0.92;
13.190;-1.26;-0.58;
13.200;-1.42;-0.34;
13.210;-1.15;-0.57;
13.220;-0.88;-0.86;
13.230;-0.52;-1.23;
13.240;-0.13;-1.31;
13.250;0.33;-1.62;
13.260;0.54;-2.06;
13.270;0.96;-2.34;
13.280;1.02;-2.60;
13.290;0.73;-2.36;
13.300;0.70;-2.12;
13.310;0.38;-2.24;
13.320;0.19;-2.08;
13.330;0.26;-1.91;
13.340;0.11;-1.93;
13.350;-0.41;-1.81;
13.360;-0.40;-1.58;
13.370;-0.46;-1.57;
13.380;-0.76;-1.47;
13.390;-1.17;-0.93;
13.400;-1.39;-0.92;
13.410;-1.26;-1.12;
13.420;-0.91;-1.53;
13.430;-0.42;-1.78;
13.440;-0.21;-1.96;
13.450;-0.03;-2.23;
13.460;0.52;-2.54;
13.470;0.82;-2.97;
13.480;1.06;-3.20;
13.490;1.10;-3.11;
13.500;0.66;-2.79;
13.510;0.61;-2.82;
13.520;0.36;-2.70;
13.530;0.05;-2.82;
13.540;-0.01;-2.64;
13.550;-0.07;-2.50;
13.560;-0.36;-2.26;
13.570;-0.54;-2.24;
13.580;-0.67;-2.11;
13.590;-1.24;-1.52;
13.600;-1.54;-1.56;
13.610;-1.33;-1.60;
13.620;-0.78;-2.21;
13.630;-0.41;-2.47;
13.640;-0.17;-2.68;
13.650;0.27;-2.88;
13.660;0.67;-3.31;
13.670;1.04;-3.57;
13.680;0.93;-3.66;
13.690;0.90;-3.76;
13.700;0.68;-3.28;
13.710;0.53;-3.12;
13.720;0.46;-2.96;
13.730;0.24;-3.01;
13.740;0.04;-2.88;
13.750;-0.07;-2.68;
13.760;-0.29;-2.55;
13.770;-0.50;-2.39;
13.780;-0.62;-2.09;
13.790;-1.26;-1.85;
13.800;-1.32;-1.51;
13.810;-1.27;-1.54;
13.820;-0.69;-1.95;
13.830;-0.31;-2.21;
13.840;-0.24;-2.15;
13.850;0.11;-2.54;
13.860;0.51;-3.04;
13.870;0.95;-3.08;
13.880;1.06;-3.21;
13.890;0.94;-2.95;
13.900;0.70;-2.70;
13.910;0.55;-2.46;
13.920;0.38;-2.45;
13.930;0.26;-2.37;
13.940;0.20;-2.21;
13.950;-0.04;-1.88;
13.960;-0.37;-1.72;
13.970;-0.46;-1.64;
13.980;-0.73;-1.26;
13.990;-1.15;-0.77;
14.000;-1.47;-0.59;
14.010;-1.21;-0.60;
14.020;-0.68;-0.79;
14.030;-0.42;-1.29;
14.040;-0.29;-1.27;
14.050;0.25;-1.46;
14.060;0.63;-1.98;
14.070;0.77;-2.04;
14.080;0.99;-2.27;
14.090;0.97;-2.15;
14.100;0.83;-1.86;
14.110;0.51;-1.59;
14.120;0.34;-1.37;
14.130;0.07;-1.39;
14.140;0.01;-0.91;
14.150;0.03;-0.98;
14.160;-0.51;-0.72;
14.170;-0.70;-0.33;
14.180;-0.67;-0.21;
14.190;-1.21;0.17;
14.200;-1.44;0.38;
14.210;-1.11;0.32;
14.220;-0.72;-0.09;
14.230;-0.47;-0.36;
14.240;-0.18;-0.32;
14.250;0.14;-0.59;
14.260;0.61;-1.19;
14.270;1.01;-1.25;
14.280;1.23;-1.30;
14.290;1.00;-1.23;
14.300;0.61;-0.90;
14.310;0.54;-0.82;
14.320;0.38;-0.61;
14.330;0.30;-0.44;
14.340;0.04;-0.44;
14.350;-0.16;-0.19;
14.360;-0.35;-0.13;
14.370;-0.31;0.09;
14.380;-0.70;0.42;
14.390;-1.33;0.78;
14.400;-1.51;1.03;
14.410;-1.38;0.84;
14.420;-0.77;0.53;
14.430;-0.50;0.20;
14.440;-0.28;0.20;
14.450;0.22;-0.19;
14.460;0.74;-0.56;
14.470;0.90;-0.67;
14.480;1.11;-0.82;
14.490;0.95;-0.84;
14.500;0.60;-0.60;
14.510;0.50;-0.46;
14.520;0.22;-0.31;
14.530;0.15;-0.14;
14.540;0.02;-0.12;
14.550;-0.09;0.02;
14.560;-0.35;0.25;
14.570;-0.60;0.37;
14.580;-0.65;0.52;
14.590;-1.12;0.87;
14.600;-1.46;1.00;
14.610;-1.12;1.02;
14.620;-0.78;0.53;
14.630;-0.42;0.39;
14.640;-0.20;0.26;
14.650;0.10;-0.19;
14.660;0.74;-0.53;
14.670;0.97;-0.73;
14.680;1.10;-0.90;
14.690;0.98;-0.93;
14.700;0.63;-0.59;
14.710;0.52;-0.41;
14.720;0.43;-0.11;
14.730;0.22;-0.26;
14.740;-0.06;-0.21;
14.750;-0.30;0.07;
14.760;-0.37;0.24;
14.770;-0.53;0.23;
14.780;-0.81;0.51;
14.790;-1.05;0.90;
14.800;-1.33;1.09;
14.810;-1.21;0.97;
14.820;-0.64;0.45;
14.830;-0.26;0.37;
14.840;-0.31;0.12;
14.850;0.19;-0.09;
14.860;0.69;-0.50;
14.870;0.83;-0.66;
14.880;1.06;-0.91;
14.890;0.91;-0.83;
14.900;0.72;-0.59;
14.910;0.42;-0.56;
14.920;0.27;-0.28;
14.930;0.16;-0.43;
14.940;0.12;0.08;
14.950;-0.04;0.11;
14.960;-0.34;0.07;
14.970;-0.44;0.41;
14.980;-0.70;0.46;
14.990;-1.23;0.84;
15.000;-1.52;1.19;
15.010;-1.16;0.99;
15.020;-0.83;0.59;
15.030;-0.56;0.34;
15.040;-0.24;0.19;
15.050;0.13;-0.08;
15.060;0.59;-0.65;
15.070;0.98;-0.74;
15.080;1.21;-0.91;
15.090;1.01;-0.76;
15.100;0.64;-0.62;
15.110;0.41;-0.51;
15.120;0.13;-0.23;
15.130;0.12;-0.35;
15.140;-0.06;-0.17;
15.150;-0.32;-0.02;
15.160;-0.19;0.11;
15.170;-0.40;0.33;
15.180;-0.84;0.70;
15.190;-1.18;0.91;
15.200;-1.32;0.99;
15.210;-1.21;1.00;
15.220;-0.72;0.70;
15.230;-0.42;0.33;
15.240;-0.32;0.17;
15.250;0.42;-0.14;
15.260;0.84;-0.61;
15.270;0.87;-0.65;
15.280;1.00;-0.92;
15.290;0.93;-0.94;
15.300;0.57;-0.63;
15.310;0.35;-0.51;
15.320;0.25;-0.21;
15.330;0.30;-0.29;
15.340;0.11;-0.16;
15.350;-0.18;0.01;
15.360;-0.35;-0.01;
15.370;-0.60;0.31;
15.380;-0.90;0.49;
15.390;-1.19;0.90;
15.400;-1.30;1.26;
15.410;-1.37;0.97;
15.420;-0.67;0.49;
15.430;-0.45;0.37;
15.440;-0.19;0.23;
15.450;0.29;-0.24;
15.460;0.74;-0.54;
15.470;0.97;-0.89;
15.480;0.99;-1.06;
15.490;0.94;-0.72;
15.500;0.69;-0.49;
15.510;0.60;-0.39;
15.520;0.15;-0.43;
15.530;0.08;-0.39;
15.540;-0.09;-0.03;
15.550;-0.04;0.05;
15.560;-0.34;0.25;
15.570;-0.32;0.52;
15.580;-0.62;0.45;
15.590;-1.11;0.86;
15.600;-1.11;1.11;
15.610;-1.31;0.84;
15.620;-0.86;0.56;
15.630;-0.35;0.36;
15.640;-0.10;0.35;
15.650;0.29;-0.13;
15.660;0.74;-0.44;
15.670;0.78;-0.50;
15.680;1.07;-0.91;
15.690;0.91;-0.96;
15.700;0.70;-0.61;
15.710;0.47;-0.33;
15.720;0.42;-0.32;
15.730;0.30;-0.14;
15.740;-0.05;0.01;
15.750;-0.01;0.08;
15.760;-0.25;0.31;
15.770;-0.38;0.19;
15.780;-0.86;0.38;
15.790;-1.24;0.71;
15.800;-1.31;1.08;
15.810;-1.18;0.97;
15.820;-0.76;0.54;
15.830;-0.36;0.26;
15.840;-0.25;0.09;
15.850;0.13;-0.13;
15.860;0.71;-0.62;
15.870;1.01;-0.80;
15.880;1.10;-0.86;
15.890;0.77;-0.71;
15.900;0.58;-0.52;
15.910;0.51;-0.43;
15.920;0.24;-0.42;
15.930;0.21;-0.17;
15.940;0.11;-0.15;
15.950;-0.08;-0.07;
15.960;-0.19;0.21;
15.970;-0.36;0.14;
15.980;-0.55;0.44;
15.990;-1.26;0.90;
16.000;-1.33;0.99;
16.010;-1.12;0.89;
16.020;-0.80;0.51;
16.030;-0.22;0.19;
16.040;-0.32;0.16;
16.050;0.22;-0.22;
16.060;0.43;-0.53;
16.070;0.78;-0.85;
16.080;1.08;-0.99;
16.090;0.93;-0.88;
16.100;0.90;-0.58;
16.110;0.44;-0.46;
16.120;0.37;-0.20;
16.130;0.17;-0.13;
16.140;0.19;-0.20;
16.150;-0.21;0.07;
16.160;-0.31;0.12;
16.170;-0.29;0.28;
16.180;-0.78;0.20;
16.190;-1.21;0.86;
16.200;-1.43;1.12;
16.210;-1.25;1.01;
16.220;-0.82;0.59;
16.230;-0.28;0.28;
16.240;-0.36;0.28;
16.250;0.16;-0.17;
16.260;0.66;-0.48;
16.270;1.02;-0.83;
16.280;0.96;-0.95;
16.290;0.91;-0.92;
16.300;0.77;-0.60;
16.310;0.28;-0.46;
16.320;0.21;-0.29;
16.330;0.16;-0.33;
16.340;0.07;-0.03;
16.350;-0.07;-0.07;
16.360;-0.38;0.21;
16.370;-0.73;0.35;
16.380;-0.69;0.33;
16.390;-1.21;0.76;
16.400;-1.37;0.89;
16.410;-1.24;1.05;
16.420;-0.76;0.52;
16.430;-0.34;0.16;
16.440;-0.24;0.21;
16.450;0.36;-0.08;
16.460;0.60;-0.77;
16.470;0.83;-0.83;
16.480;0.97;-0.96;
16.490;0.89;-0.79;
16.500;0.52;-0.77;
16.510;0.52;-0.46;
16.520;0.30;-0.30;
16.530;0.03;-0.40;
16.540;0.17;-0.19;
16.550;-0.19;-0.20;
16.560;-0.41;0.12;
16.570;-0.61;0.21;
16.580;-0.83;0.56;
16.590;-1.18;0.74;
16.600;-1.36;1.13;
16.610;-1.12;0.85;
16.620;-0.91;0.51;
16.630;-0.32;0.35;
16.640;-0.13;0.06;
16.650;0.09;-0.15;
16.660;0.84;-0.63;
16.670;0.94;-0.69;
16.680;0.73;-1.01;
16.690;0.83;-0.66;
16.700;0.76;-0.47;
16.710;0.38;-0.57;
16.720;0.32;-0.17;
16.730;0.15;-0.17;
16.740;0.07;-0.08;
16.750;-0.01;-0.03;
16.760;-0.34;0.12;
16.770;-0.31;0.39;
16.780;-0.81;0.38;
16.790;-1.16;0.79;
16.800;-1.31;1.17;
16.810;-1.21;1.01;
16.820;-0.49;0.55;
16.830;-0.36;0.30;
16.840;-0.16;0.23;
16.850;0.32;-0.27;
16.860;0.56;-0.43;
16.870;0.99;-0.80;
16.880;1.12;-0.89;
16.890;0.90;-0.72;
16.900;0.69;-0.67;
16.910;0.46;-0.51;
16.920;0.33;-0.50;
16.930;0.30;-0.20;
16.940;0.16;-0.11;
16.950;-0.14;0.01;
16.960;-0.31;0.16;
16.970;-0.50;0.21;
16.980;-0.67;0.55;
16.990;-1.15;0.94;
17.000;-1.52;1.03;
17.010;-1.14;0.90;
17.020;-0.70;0.53;
17.030;-0.47;0.36;
17.040;-0.22;0.05;
17.050;0.36;-0.31;
17.060;0.74;-0.48;
17.070;0.86;-0.77;
17.080;1.00;-0.77;
17.090;0.98;-0.77;
17.100;0.70;-0.62;
17.110;0.49;-0.53;
17.120;0.32;-0.31;
17.130;0.15;-0.14;
17.140;0.04;-0.14;
17.150;-0.07;0.20;
17.160;-0.22;0.26;
17.170;-0.40;0.40;
17.180;-0.56;0.56;
17.190;-1.02;0.80;
17.200;-1.44;0.97;
17.210;-1.50;0.62;
17.220;-0.81;0.20;
17.230;-0.60;0.03;
17.240;-0.42;0.06;
17.250;0.19;-0.31;
17.260;0.76;-0.39;
17.270;1.25;-0.47;
17.280;1.33;-0.71;
17.290;1.07;-0.57;
17.300;0.73;-0.56;
17.310;0.42;-0.39;
17.320;0.08;-0.42;
17.330;0.11;-0.47;
17.340;-0.02;-0.19;
17.350;-0.21;-0.05;
17.360;-0.41;0.10;
17.370;-0.43;0.31;
17.380;-0.69;0.48;
17.390;-1.09;0.98;
17.400;-1.31;1.14;
17.410;-1.16;0.95;
17.420;-0.77;0.61;
17.430;-0.46;0.18;
17.440;-0.45;0.03;
17.450;0.00;-0.37;
17.460;0.58;-0.66;
17.470;0.77;-0.88;
17.480;0.94;-1.02;
17.490;0.84;-0.87;
17.500;0.81;-0.68;
17.510;0.52;-0.48;
17.520;0.46;-0.19;
17.530;0.14;-0.20;
17.540;0.04;-0.17;
17.550;-0.15;-0.04;
17.560;-0.52;0.13;
17.570;-0.49;0.31;
17.580;-0.66;0.34;
17.590;-1.13;0.89;
17.600;-1.33;0.96;
17.610;-1.11;0.91;
17.620;-0.80;0.57;
17.630;-0.42;0.34;
17.640;-0.22;0.21;
17.650;0.11;-0.27;
17.660;0.74;-0.59;
17.670;1.10;-0.84;
17.680;1.10;-1.00;
17.690;1.04;-0.71;
17.700;0.67;-0.37;
17.710;0.37;-0.58;
17.720;0.22;-0.30;
17.730;0.17;-0.24;
17.740;0.17;-0.08;
17.750;0.03;0.13;
17.760;-0.39;0.21;
17.770;-0.55;0.36;
17.780;-0.71;0.58;
17.790;-1.26;0.92;
17.800;-1.51;1.04;
17.810;-1.28;0.81;
17.820;-0.80;0.50;
17.830;-0.40;0.34;
17.840;-0.24;-0.02;
17.850;0.25;-0.28;
17.860;0.67;-0.65;
17.870;0.85;-0.68;
17.880;1.14;-0.86;
17.890;1.15;-0.88;
17.900;0.78;-0.54;
17.910;0.42;-0.47;
17.920;0.43;-0.22;
17.930;0.22;-0.08;
17.940;-0.03;-0.17;
17.950;-0.27;-0.04;
17.960;-0.36;0.17;
17.970;-0.54;0.42;
17.980;-0.77;0.50;
17.990;-1.08;0.70;
18.000;-1.50;1.19;
18.010;-1.24;0.99;
18.020;-0.67;0.54;
18.030;-0.44;0.35;
18.040;-0.12;0.13;
18.050;0.35;-0.15;
18.060;0.79;-0.51;
18.070;1.14;-0.72;
18.080;1.07;-0.95;
18.090;0.93;-0.74;
18.100;0.64;-0.52;
18.110;0.40;-0.60;
18.120;0.30;-0.34;
18.130;0.15;-0.16;
18.140;0.09;-0.09;
18.150;-0.05;-0.02;
18.160;-0.32;0.09;
18.170;-0.46;0.22;
18.180;-0.64;0.58;
18.190;-1.22;0.88;
18.200;-1.47;0.97;
18.210;-1.23;1.08;
18.220;-0.79;0.60;
18.230;-0.38;0.24;
18.240;-0.39;0.04;
18.250;0.11;-0.25;
18.260;0.52;-0.36;
18.270;0.81;-0.77;
18.280;1.06;-0.91;
18.290;0.78;-0.78;
18.300;0.73;-0.66;
18.310;0.51;-0.44;
18.320;0.19;-0.18;
18.330;0.15;-0.23;
18.340;0.06;-0.21;
18.350;-0.11;-0.10;
18.360;-0.50;0.04;
18.370;-0.73;0.36;
18.380;-0.80;0.44;
18.390;-1.33;0.80;
18.400;-1.43;1.08;
18.410;-1.24;0.90;
18.420;-0.70;0.45;
18.430;-0.39;0.31;
18.440;-0.32;0.20;
18.450;0.28;-0.08;
18.460;0.74;-0.47;
18.470;1.02;-0.92;
18.480;1.08;-0.99;
18.490;0.77;-0.69;
18.500;0.43;-0.49;
18.510;0.47;-0.42;
18.520;0.20;-0.39;
18.530;0.18;-0.44;
18.540;0.21;-0.18;
18.550;-0.16;0.02;
18.560;-0.25;0.21;
18.570;-0.47;0.39;
18.580;-0.65;0.57;
18.590;-0.98;0.88;
18.600;-1.32;0.97;
