Time: 04.07.2022 11:04:06;
Team: Senior Men;
Athlete name: rfd;
Device: NORDIC02;
Comment: ;
#SampleTime[s];Force_left[N];Force_right[N];
16.9710;-0.14;0.26;
16.9720;-0.40;0.50;
16.9730;-0.29;0.61;
16.9740;-0.46;0.68;
16.9750;-0.39;0.90;
16.9760;-0.56;1.18;
16.9770;-0.41;0.95;
16.9780;-0.51;1.55;
16.9790;-0.88;2.16;
16.9800;-0.97;2.13;
16.9810;-0.92;2.00;
16.9820;-0.48;1.40;
16.9830;-0.36;0.75;
16.9840;-0.39;0.55;
16.9850;-0.07;0.09;
16.9860;0.12;-0.44;
16.9870;0.13;-0.82;
16.9880;0.17;-0.80;
16.9890;-0.20;-0.27;
16.9900;-0.16;0.09;
16.9910;-0.36;0.32;
16.9920;-0.45;0.44;
16.9930;-0.34;0.44;
16.9940;-0.37;0.71;
16.9950;-0.44;0.86;
16.9960;-0.46;1.08;
16.9970;-0.50;1.07;
16.9980;-0.67;1.63;
16.9990;-0.72;2.41;
17.0000;-0.93;2.27;
17.0010;-0.85;2.07;
17.0020;-0.65;1.45;
17.0030;-0.58;1.03;
17.0040;-0.23;0.71;
17.0050;-0.18;-0.03;
17.0060;-0.02;-0.58;
17.0070;0.13;-0.90;
17.0080;0.06;-0.72;
17.0090;0.04;0.05;
17.0100;-0.21;0.18;
17.0110;-0.31;0.31;
17.0120;-0.29;0.38;
17.0130;-0.28;0.46;
17.0140;-0.57;0.68;
17.0150;-0.46;0.84;
17.0160;-0.50;1.14;
17.0170;-0.49;0.95;
17.0180;-0.70;1.59;
17.0190;-0.70;2.06;
17.0200;-0.88;2.10;
17.0210;-0.89;1.99;
17.0220;-0.48;1.41;
17.0230;-0.69;1.00;
17.0240;-0.54;0.61;
17.0250;-0.30;0.07;
17.0260;-0.01;-0.38;
17.0270;0.07;-0.95;
17.0280;0.13;-1.04;
17.0290;-0.29;-0.06;
17.0300;-0.22;0.14;
17.0310;-0.27;0.33;
17.0320;-0.36;0.43;
17.0330;-0.24;0.61;
17.0340;-0.31;0.77;
17.0350;-0.39;1.06;
17.0360;-0.54;1.10;
17.0370;-0.37;0.86;
17.0380;-0.51;1.81;
17.0390;-0.99;2.29;
17.0400;-0.98;2.45;
17.0410;-0.78;1.95;
17.0420;-0.70;1.47;
17.0430;-0.59;1.15;
17.0440;-0.39;0.62;
17.0450;-0.11;-0.07;
17.0460;-0.07;-0.61;
17.0470;0.05;-0.81;
17.0480;0.04;-0.86;
17.0490;-0.07;-0.11;
17.0500;-0.20;0.11;
17.0510;-0.23;0.24;
17.0520;-0.31;0.59;
17.0530;-0.14;0.58;
17.0540;-0.44;0.59;
17.0550;-0.37;0.80;
17.0560;-0.50;1.12;
17.0570;-0.48;1.19;
17.0580;-0.55;1.73;
17.0590;-0.81;2.19;
17.0600;-0.73;2.19;
17.0610;-1.11;1.98;
17.0620;-0.61;1.11;
17.0630;-0.51;1.06;
17.0640;-0.31;0.82;
17.0650;-0.10;-0.11;
17.0660;0.08;-0.48;
17.0670;0.09;-0.78;
17.0680;0.18;-0.69;
17.0690;-0.06;-0.05;
17.0700;-0.29;0.26;
17.0710;-0.23;0.37;
17.0720;-0.31;0.52;
17.0730;-0.31;0.57;
17.0740;-0.54;0.85;
17.0750;-0.26;1.02;
17.0760;-0.58;1.02;
17.0770;-0.57;0.98;
17.0780;-0.82;1.72;
17.0790;-1.02;2.32;
17.0800;-0.79;2.27;
17.0810;-0.98;1.97;
17.0820;-0.59;1.40;
17.0830;-0.56;0.98;
17.0840;-0.60;0.67;
17.0850;-0.10;0.05;
17.0860;-0.04;-0.46;
17.0870;0.07;-0.93;
17.0880;0.19;-0.93;
17.0890;-0.12;-0.05;
17.0900;-0.04;0.17;
17.0910;-0.15;0.36;
17.0920;-0.29;0.52;
17.0930;-0.21;0.66;
17.0940;-0.51;0.76;
17.0950;-0.54;0.88;
17.0960;-0.46;1.01;
17.0970;-0.48;1.09;
17.0980;-0.63;1.78;
17.0990;-0.79;2.25;
17.1000;-0.93;2.22;
17.1010;-0.80;1.92;
17.1020;-0.62;1.34;
17.1030;-0.61;0.93;
17.1040;-0.38;0.63;
17.1050;-0.18;0.02;
17.1060;0.01;-0.48;
17.1070;0.12;-0.84;
17.1080;0.15;-0.77;
17.1090;-0.33;-0.08;
17.1100;-0.25;0.18;
17.1110;-0.12;0.40;
17.1120;-0.36;0.46;
17.1130;-0.27;0.54;
17.1140;-0.42;0.67;
17.1150;-0.46;0.92;
17.1160;-0.35;1.16;
17.1170;-0.52;0.95;
17.1180;-0.87;1.68;
17.1190;-0.95;2.24;
17.1200;-0.91;2.25;
17.1210;-0.62;1.84;
17.1220;-0.66;1.24;
17.1230;-0.63;0.78;
17.1240;-0.34;0.53;
17.1250;-0.09;-0.11;
17.1260;-0.01;-0.70;
17.1270;0.04;-0.82;
17.1280;0.08;-0.75;
17.1290;-0.14;0.02;
17.1300;-0.17;0.25;
17.1310;-0.28;0.34;
17.1320;-0.30;0.45;
17.1330;-0.35;0.65;
17.1340;-0.61;0.71;
17.1350;-0.45;0.73;
17.1360;-0.49;0.96;
17.1370;-0.63;1.02;
17.1380;-0.64;1.81;
17.1390;-0.80;2.38;
17.1400;-0.93;2.13;
17.1410;-0.92;1.86;
17.1420;-0.54;1.24;
17.1430;-0.42;1.04;
17.1440;-0.30;0.60;
17.1450;-0.08;-0.24;
17.1460;-0.04;-0.48;
17.1470;0.12;-0.87;
17.1480;0.11;-0.77;
17.1490;-0.16;-0.01;
17.1500;-0.24;0.19;
17.1510;-0.30;0.25;
17.1520;-0.45;0.43;
17.1530;-0.47;0.60;
17.1540;-0.35;0.63;
17.1550;-0.52;0.94;
17.1560;-0.55;1.30;
17.1570;-0.44;0.91;
17.1580;-0.72;1.84;
17.1590;-0.96;2.37;
17.1600;-0.99;2.19;
17.1610;-0.76;2.00;
17.1620;-0.55;1.22;
17.1630;-0.48;1.02;
17.1640;-0.39;0.58;
17.1650;-0.10;-0.13;
17.1660;-0.06;-0.66;
17.1670;0.14;-0.93;
17.1680;0.05;-0.69;
17.1690;-0.34;0.09;
17.1700;-0.28;0.28;
17.1710;-0.26;0.16;
17.1720;-0.34;0.39;
17.1730;-0.38;0.59;
17.1740;-0.36;0.76;
17.1750;-0.32;0.97;
17.1760;-0.41;1.10;
17.1770;-0.47;1.20;
17.1780;-0.72;1.70;
17.1790;-0.92;2.26;
17.1800;-0.86;2.21;
17.1810;-0.91;1.75;
17.1820;-0.64;1.23;
17.1830;-0.63;0.97;
17.1840;-0.31;0.62;
17.1850;-0.19;-0.20;
17.1860;0.03;-0.61;
17.1870;0.05;-0.86;
17.1880;0.01;-0.76;
17.1890;-0.11;-0.06;
17.1900;-0.32;0.10;
17.1910;-0.24;0.40;
17.1920;-0.56;0.57;
17.1930;-0.33;0.66;
17.1940;-0.49;0.92;
17.1950;-0.41;0.94;
17.1960;-0.44;0.94;
17.1970;-0.61;1.06;
17.1980;-0.83;1.82;
17.1990;-0.88;2.12;
17.2000;-0.87;2.21;
17.2010;-0.84;1.67;
17.2020;-0.59;1.38;
17.2030;-0.56;1.14;
17.2040;-0.41;0.54;
17.2050;-0.16;0.03;
17.2060;0.15;-0.66;
17.2070;0.06;-0.88;
17.2080;0.16;-0.70;
17.2090;-0.09;0.08;
17.2100;-0.21;0.16;
17.2110;-0.39;0.40;
17.2120;-0.42;0.49;
17.2130;-0.40;0.50;
17.2140;-0.43;0.64;
17.2150;-0.37;0.74;
17.2160;-0.28;1.02;
17.2170;-0.38;1.15;
17.2180;-0.94;1.83;
17.2190;-0.79;2.31;
17.2200;-0.82;2.27;
17.2210;-0.87;1.90;
17.2220;-0.79;1.19;
17.2230;-0.64;0.71;
17.2240;-0.30;0.56;
17.2250;-0.05;-0.05;
17.2260;0.04;-0.52;
17.2270;0.10;-0.77;
17.2280;0.04;-0.63;
17.2290;-0.13;-0.11;
17.2300;-0.38;0.12;
17.2310;-0.23;0.25;
17.2320;-0.14;0.38;
17.2330;-0.37;0.67;
17.2340;-0.33;0.84;
17.2350;-0.49;0.93;
17.2360;-0.49;1.11;
17.2370;-0.54;1.23;
17.2380;-0.78;1.86;
17.2390;-0.95;2.40;
17.2400;-0.87;2.04;
17.2410;-0.92;1.68;
17.2420;-0.52;1.32;
17.2430;-0.28;0.85;
17.2440;-0.39;0.61;
17.2450;-0.10;-0.10;
17.2460;0.08;-0.74;
17.2470;0.20;-0.97;
17.2480;0.04;-0.68;
17.2490;-0.28;0.03;
17.2500;-0.20;0.16;
17.2510;-0.18;0.37;
17.2520;-0.43;0.34;
17.2530;-0.36;0.53;
17.2540;-0.33;0.90;
17.2550;-0.52;1.04;
17.2560;-0.57;1.16;
17.2570;-0.50;1.16;
17.2580;-0.73;1.92;
17.2590;-0.74;2.27;
17.2600;-0.84;2.16;
17.2610;-0.92;1.91;
17.2620;-0.53;1.39;
17.2630;-0.55;1.02;
17.2640;-0.43;0.60;
17.2650;-0.17;-0.18;
17.2660;-0.05;-0.63;
17.2670;0.20;-0.71;
17.2680;0.12;-0.71;
17.2690;-0.12;0.08;
17.2700;-0.24;0.19;
17.2710;-0.23;0.24;
17.2720;-0.37;0.59;
17.2730;-0.50;0.67;
17.2740;-0.45;0.94;
17.2750;-0.38;1.14;
17.2760;-0.33;0.81;
17.2770;-0.51;1.03;
17.2780;-0.84;2.00;
17.2790;-0.78;2.15;
17.2800;-0.84;2.10;
17.2810;-0.75;1.64;
17.2820;-0.59;1.24;
17.2830;-0.64;0.96;
17.2840;-0.15;0.48;
17.2850;-0.16;-0.14;
17.2860;-0.02;-0.68;
17.2870;0.13;-0.83;
17.2880;-0.03;-0.52;
17.2890;-0.04;0.23;
17.2900;-0.27;0.35;
17.2910;-0.33;0.44;
17.2920;-0.27;0.54;
17.2930;-0.35;0.58;
17.2940;-0.44;0.78;
17.2950;-0.57;0.93;
17.2960;-0.53;1.10;
17.2970;-0.66;1.24;
17.2980;-0.91;2.07;
17.2990;-0.92;2.21;
17.3000;-0.85;2.05;
17.3010;-0.78;1.90;
17.3020;-0.61;1.04;
17.3030;-0.42;0.91;
17.3040;-0.40;0.54;
17.3050;-0.03;-0.22;
17.3060;-0.06;-0.55;
17.3070;0.10;-0.74;
17.3080;0.06;-0.52;
17.3090;-0.29;0.01;
17.3100;-0.20;0.18;
17.3110;-0.22;0.42;
17.3120;-0.18;0.38;
17.3130;-0.30;0.62;
17.3140;-0.48;0.78;
17.3150;-0.54;0.92;
17.3160;-0.47;0.96;
17.3170;-0.53;1.09;
17.3180;-0.76;2.08;
17.3190;-1.01;2.33;
17.3200;-0.98;2.21;
17.3210;-0.89;1.65;
17.3220;-0.64;1.15;
17.3230;-0.38;0.90;
17.3240;-0.45;0.51;
17.3250;-0.13;-0.26;
17.3260;-0.01;-0.71;
17.3270;0.10;-0.79;
17.3280;0.18;-0.47;
17.3290;-0.12;0.13;
17.3300;-0.25;0.28;
17.3310;-0.28;0.40;
17.3320;-0.43;0.48;
17.3330;-0.54;0.81;
17.3340;-0.24;0.81;
17.3350;-0.39;0.84;
17.3360;-0.54;1.04;
17.3370;-0.68;1.18;
17.3380;-0.89;1.85;
17.3390;-0.82;2.11;
17.3400;-0.91;1.89;
17.3410;-0.72;1.82;
17.3420;-0.48;1.14;
17.3430;-0.44;0.99;
17.3440;-0.27;0.53;
17.3450;0.00;-0.30;
17.3460;-0.00;-0.52;
17.3470;0.15;-1.10;
17.3480;0.14;-0.57;
17.3490;-0.09;0.07;
17.3500;-0.14;0.15;
17.3510;-0.26;0.48;
17.3520;-0.35;0.52;
17.3530;-0.45;0.65;
17.3540;-0.27;0.73;
17.3550;-0.28;0.91;
17.3560;-0.51;1.04;
17.3570;-0.65;1.30;
17.3580;-0.99;1.93;
17.3590;-0.91;2.09;
17.3600;-0.96;2.19;
17.3610;-0.77;1.71;
17.3620;-0.44;1.19;
17.3630;-0.45;1.01;
17.3640;-0.27;0.44;
17.3650;-0.10;-0.25;
17.3660;0.15;-0.71;
17.3670;0.27;-0.88;
17.3680;0.04;-0.61;
17.3690;-0.26;-0.05;
17.3700;-0.20;0.16;
17.3710;-0.14;0.49;
17.3720;-0.25;0.58;
17.3730;-0.43;0.67;
17.3740;-0.41;0.82;
17.3750;-0.46;1.21;
17.3760;-0.39;0.99;
17.3770;-0.58;1.13;
17.3780;-0.85;2.26;
17.3790;-1.03;2.28;
17.3800;-0.89;2.12;
17.3810;-0.75;1.73;
17.3820;-0.64;1.10;
17.3830;-0.36;1.03;
17.3840;-0.34;0.34;
17.3850;-0.09;-0.35;
17.3860;0.04;-0.51;
17.3870;0.23;-0.86;
17.3880;-0.03;-0.48;
17.3890;-0.13;0.07;
17.3900;-0.20;0.26;
17.3910;-0.34;0.32;
17.3920;-0.39;0.60;
17.3930;-0.35;0.68;
17.3940;-0.29;0.65;
17.3950;-0.54;1.09;
17.3960;-0.52;1.13;
17.3970;-0.62;1.09;
17.3980;-0.71;1.97;
17.3990;-0.89;2.25;
17.4000;-0.85;1.99;
17.4010;-0.64;1.79;
17.4020;-0.67;1.15;
17.4030;-0.65;0.86;
17.4040;-0.33;0.40;
17.4050;0.08;-0.16;
17.4060;0.16;-0.59;
17.4070;0.17;-1.03;
17.4080;-0.10;-0.51;
17.4090;-0.35;0.08;
17.4100;-0.16;0.08;
17.4110;-0.17;0.38;
17.4120;-0.27;0.46;
17.4130;-0.30;0.71;
17.4140;-0.31;0.75;
17.4150;-0.45;0.95;
17.4160;-0.48;1.01;
17.4170;-0.51;1.24;
17.4180;-0.88;2.13;
17.4190;-0.91;2.25;
17.4200;-0.79;2.30;
17.4210;-0.81;1.78;
17.4220;-0.63;1.17;
17.4230;-0.36;0.93;
17.4240;-0.23;0.30;
17.4250;-0.09;-0.40;
17.4260;-0.09;-0.66;
17.4270;-0.02;-0.88;
17.4280;0.05;-0.50;
17.4290;-0.17;0.05;
17.4300;-0.27;0.09;
17.4310;-0.28;0.27;
17.4320;-0.39;0.54;
17.4330;-0.51;0.73;
17.4340;-0.34;0.77;
17.4350;-0.47;1.08;
17.4360;-0.51;0.97;
17.4370;-0.54;1.27;
17.4380;-0.71;2.11;
17.4390;-0.90;2.35;
17.4400;-1.01;2.13;
17.4410;-0.74;1.53;
17.4420;-0.76;1.22;
17.4430;-0.48;0.99;
17.4440;-0.47;0.43;
17.4450;-0.18;-0.03;
17.4460;0.02;-0.70;
17.4470;0.11;-1.04;
17.4480;0.06;-0.54;
17.4490;-0.24;0.02;
17.4500;-0.27;0.28;
17.4510;-0.32;0.36;
17.4520;-0.28;0.60;
17.4530;-0.62;0.65;
17.4540;-0.45;0.78;
17.4550;-0.58;1.06;
17.4560;-0.59;0.99;
17.4570;-0.59;1.26;
17.4580;-0.69;2.17;
17.4590;-0.84;2.20;
17.4600;-1.03;2.07;
17.4610;-0.79;1.58;
17.4620;-0.58;1.05;
17.4630;-0.35;0.96;
17.4640;-0.29;0.29;
17.4650;-0.03;-0.27;
17.4660;0.16;-0.69;
17.4670;0.09;-0.86;
17.4680;-0.03;-0.47;
17.4690;-0.17;0.17;
17.4700;-0.22;0.24;
17.4710;-0.35;0.42;
17.4720;-0.48;0.55;
17.4730;-0.40;0.68;
17.4740;-0.43;0.68;
17.4750;-0.60;0.95;
17.4760;-0.56;1.05;
17.4770;-0.48;1.37;
17.4780;-0.88;2.18;
17.4790;-0.89;2.15;
17.4800;-0.76;1.99;
17.4810;-0.73;1.51;
17.4820;-0.55;1.10;
17.4830;-0.56;0.96;
17.4840;-0.29;0.42;
17.4850;-0.02;-0.32;
17.4860;0.12;-0.70;
17.4870;0.25;-1.03;
17.4880;-0.06;-0.47;
17.4890;-0.23;0.24;
17.4900;-0.13;0.28;
17.4910;-0.42;0.54;
17.4920;-0.43;0.64;
17.4930;-0.31;0.68;
17.4940;-0.55;0.75;
17.4950;-0.61;1.18;
17.4960;-0.43;1.12;
17.4970;-0.51;1.33;
17.4980;-0.73;2.24;
17.4990;-0.92;2.33;
17.5000;-0.91;2.19;
17.5010;-0.59;1.58;
17.5020;-0.49;1.17;
17.5030;-0.48;0.76;
17.5040;-0.36;0.29;
17.5050;-0.11;-0.34;
17.5060;-0.00;-0.77;
17.5070;0.15;-0.99;
17.5080;-0.08;-0.58;
17.5090;-0.12;0.18;
17.5100;-0.24;0.04;
17.5110;-0.47;0.41;
17.5120;-0.25;0.55;
17.5130;-0.45;0.65;
17.5140;-0.33;0.66;
17.5150;-0.43;1.00;
17.5160;-0.49;0.79;
17.5170;-0.54;1.38;
17.5180;-0.79;2.19;
17.5190;-0.86;2.12;
17.5200;-0.80;2.24;
17.5210;-0.71;1.52;
17.5220;-0.54;1.18;
17.5230;-0.42;0.92;
17.5240;-0.30;0.32;
17.5250;-0.06;-0.51;
17.5260;0.12;-0.77;
17.5270;0.18;-0.88;
17.5280;-0.04;-0.56;
17.5290;-0.23;0.08;
17.5300;-0.35;0.23;
17.5310;-0.23;0.49;
17.5320;-0.31;0.61;
17.5330;-0.28;0.62;
17.5340;-0.34;0.82;
17.5350;-0.46;1.03;
17.5360;-0.63;1.03;
17.5370;-0.62;1.22;
17.5380;-0.63;2.25;
17.5390;-0.96;2.36;
17.5400;-0.86;1.96;
17.5410;-0.65;1.76;
17.5420;-0.46;0.85;
17.5430;-0.58;0.79;
17.5440;-0.29;0.23;
17.5450;-0.04;-0.38;
17.5460;-0.05;-0.58;
17.5470;0.04;-0.81;
17.5480;-0.12;-0.24;
17.5490;-0.15;0.11;
17.5500;-0.29;0.14;
17.5510;-0.32;0.39;
17.5520;-0.34;0.54;
17.5530;-0.45;0.88;
17.5540;-0.43;0.92;
17.5550;-0.56;0.90;
17.5560;-0.56;1.11;
17.5570;-0.63;1.40;
17.5580;-0.85;2.17;
17.5590;-0.93;2.27;
17.5600;-0.79;2.20;
17.5610;-0.53;1.69;
17.5620;-0.60;0.95;
17.5630;-0.51;0.97;
17.5640;-0.22;0.42;
17.5650;-0.11;-0.50;
17.5660;0.07;-0.79;
17.5670;0.17;-0.97;
17.5680;-0.02;-0.35;
17.5690;-0.16;0.11;
17.5700;-0.06;0.27;
17.5710;-0.29;0.46;
17.5720;-0.50;0.58;
17.5730;-0.33;0.76;
17.5740;-0.44;0.85;
17.5750;-0.55;1.08;
17.5760;-0.46;0.91;
17.5770;-0.52;1.43;
17.5780;-0.77;2.03;
17.5790;-0.84;2.22;
17.5800;-0.88;2.18;
17.5810;-0.70;1.47;
17.5820;-0.71;1.17;
17.5830;-0.53;0.89;
17.5840;-0.12;0.18;
17.5850;-0.02;-0.41;
17.5860;0.11;-0.64;
17.5870;0.17;-0.75;
17.5880;0.04;-0.51;
17.5890;-0.10;0.25;
17.5900;-0.20;0.22;
17.5910;-0.44;0.38;
17.5920;-0.37;0.38;
17.5930;-0.31;0.56;
17.5940;-0.42;0.82;
17.5950;-0.58;0.97;
17.5960;-0.65;1.05;
17.5970;-0.79;1.53;
17.5980;-0.81;2.35;
17.5990;-0.81;2.17;
17.6000;-0.90;2.12;
17.6010;-0.70;1.51;
17.6020;-0.63;1.08;
17.6030;-0.48;0.71;
17.6040;-0.22;0.29;
17.6050;-0.06;-0.43;
17.6060;0.09;-0.78;
17.6070;0.11;-0.76;
17.6080;-0.07;-0.43;
17.6090;-0.27;0.14;
17.6100;-0.24;0.26;
17.6110;-0.23;0.49;
17.6120;-0.41;0.44;
17.6130;-0.42;0.73;
17.6140;-0.43;0.96;
17.6150;-0.52;1.09;
17.6160;-0.43;0.91;
17.6170;-0.61;1.44;
17.6180;-0.79;2.19;
17.6190;-0.87;2.17;
17.6200;-0.78;1.98;
17.6210;-0.71;1.50;
17.6220;-0.63;1.11;
17.6230;-0.29;0.82;
17.6240;-0.30;0.22;
17.6250;0.12;-0.38;
17.6260;0.13;-0.81;
17.6270;0.09;-0.91;
17.6280;-0.08;-0.29;
17.6290;-0.21;-0.01;
17.6300;-0.22;0.10;
17.6310;-0.32;0.39;
17.6320;-0.09;0.60;
17.6330;-0.43;0.91;
17.6340;-0.55;0.96;
17.6350;-0.43;0.97;
17.6360;-0.49;0.91;
17.6370;-0.71;1.46;
17.6380;-0.84;2.25;
17.6390;-0.96;2.19;
17.6400;-0.74;2.02;
17.6410;-0.53;1.56;
17.6420;-0.31;1.04;
17.6430;-0.46;0.97;
17.6440;-0.37;0.25;
17.6450;0.00;-0.47;
17.6460;0.16;-0.70;
17.6470;0.26;-0.97;
17.6480;-0.10;-0.17;
17.6490;-0.20;0.09;
17.6500;-0.12;0.32;
17.6510;-0.14;0.52;
17.6520;-0.39;0.40;
17.6530;-0.36;0.77;
17.6540;-0.27;0.94;
17.6550;-0.42;1.16;
17.6560;-0.51;0.96;
17.6570;-0.66;1.54;
17.6580;-0.73;2.10;
17.6590;-0.69;2.24;
17.6600;-0.82;2.08;
17.6610;-0.61;1.53;
17.6620;-0.50;0.90;
17.6630;-0.45;0.65;
17.6640;-0.21;0.19;
17.6650;-0.07;-0.52;
17.6660;0.12;-0.61;
17.6670;0.28;-0.90;
17.6680;0.04;-0.35;
17.6690;-0.25;0.13;
17.6700;-0.18;0.19;
17.6710;-0.46;0.31;
17.6720;-0.28;0.56;
17.6730;-0.32;0.60;
17.6740;-0.44;0.79;
17.6750;-0.40;1.19;
17.6760;-0.48;0.95;
17.6770;-0.65;1.66;
17.6780;-0.93;2.12;
17.6790;-0.89;2.11;
17.6800;-0.97;2.09;
17.6810;-0.67;1.55;
17.6820;-0.63;1.10;
17.6830;-0.52;0.60;
17.6840;-0.18;0.13;
17.6850;0.05;-0.39;
17.6860;0.13;-0.80;
17.6870;0.21;-0.87;
17.6880;-0.05;-0.36;
17.6890;-0.15;0.24;
17.6900;-0.15;0.49;
17.6910;-0.37;0.44;
17.6920;-0.24;0.56;
17.6930;-0.53;0.59;
17.6940;-0.50;0.82;
17.6950;-0.55;1.04;
17.6960;-0.61;0.87;
17.6970;-0.61;1.41;
17.6980;-0.81;2.14;
17.6990;-0.88;2.30;
17.7000;-0.77;1.98;
17.7010;-0.73;1.54;
17.7020;-0.50;1.09;
17.7030;-0.41;0.82;
17.7040;-0.27;0.06;
17.7050;0.13;-0.45;
17.7060;0.19;-0.68;
17.7070;0.25;-0.88;
17.7080;-0.15;-0.18;
17.7090;-0.09;0.22;
17.7100;-0.17;0.32;
17.7110;-0.34;0.36;
17.7120;-0.24;0.57;
17.7130;-0.49;0.88;
17.7140;-0.39;0.81;
17.7150;-0.41;0.90;
17.7160;-0.59;1.00;
17.7170;-0.55;1.63;
17.7180;-0.82;2.28;
17.7190;-0.79;2.19;
17.7200;-0.71;2.08;
17.7210;-0.66;1.42;
17.7220;-0.42;0.93;
17.7230;-0.48;0.79;
17.7240;-0.26;0.02;
17.7250;-0.12;-0.36;
17.7260;0.10;-0.83;
17.7270;0.02;-1.07;
17.7280;-0.13;-0.24;
17.7290;-0.07;0.31;
17.7300;-0.36;0.46;
17.7310;-0.25;0.47;
17.7320;-0.24;0.63;
17.7330;-0.33;0.75;
17.7340;-0.32;0.96;
17.7350;-0.44;1.05;
17.7360;-0.45;0.97;
17.7370;-0.53;1.59;
17.7380;-0.88;2.13;
17.7390;-0.95;2.27;
17.7400;-0.86;1.91;
17.7410;-0.63;1.44;
17.7420;-0.50;0.99;
17.7430;-0.44;0.67;
17.7440;-0.08;0.06;
17.7450;0.06;-0.54;
17.7460;0.06;-0.72;
17.7470;0.20;-0.81;
17.7480;-0.08;-0.05;
17.7490;-0.33;0.14;
17.7500;-0.26;0.31;
17.7510;-0.31;0.64;
17.7520;-0.31;0.59;
17.7530;-0.45;0.86;
17.7540;-0.41;0.87;
17.7550;-0.54;0.98;
17.7560;-0.62;1.01;
17.7570;-0.87;1.52;
17.7580;-0.80;2.06;
17.7590;-0.76;2.22;
17.7600;-0.77;2.08;
17.7610;-0.45;1.38;
17.7620;-0.41;1.08;
17.7630;-0.39;0.59;
17.7640;-0.22;0.05;
17.7650;-0.11;-0.38;
17.7660;-0.07;-0.76;
17.7670;0.22;-0.69;
17.7680;-0.11;-0.16;
17.7690;-0.21;0.15;
17.7700;-0.33;0.29;
17.7710;-0.31;0.53;
17.7720;-0.22;0.56;
17.7730;-0.39;0.72;
17.7740;-0.49;0.86;
17.7750;-0.53;1.03;
17.7760;-0.52;1.02;
17.7770;-0.69;1.64;
17.7780;-0.83;2.32;
17.7790;-0.97;2.32;
17.7800;-0.89;2.04;
17.7810;-0.59;1.45;
17.7820;-0.47;1.03;
17.7830;-0.34;0.80;
17.7840;-0.11;0.15;
17.7850;-0.09;-0.53;
17.7860;0.20;-0.95;
17.7870;0.06;-0.89;
17.7880;-0.21;-0.05;
17.7890;-0.09;0.33;
17.7900;-0.15;0.27;
17.7910;-0.27;0.42;
17.7920;-0.41;0.56;
17.7930;-0.49;0.67;
17.7940;-0.37;0.90;
17.7950;-0.59;1.08;
17.7960;-0.54;1.07;
17.7970;-0.68;1.73;
17.7980;-0.96;2.41;
17.7990;-0.78;2.24;
17.8000;-0.82;1.96;
17.8010;-0.63;1.31;
17.8020;-0.50;1.06;
17.8030;-0.49;0.78;
17.8040;-0.19;-0.11;
17.8050;0.06;-0.48;
17.8060;0.11;-0.68;
17.8070;0.13;-0.98;
17.8080;-0.10;-0.09;
17.8090;-0.08;0.30;
17.8100;-0.28;0.14;
17.8110;-0.39;0.62;
17.8120;-0.17;0.45;
17.8130;-0.28;0.66;
17.8140;-0.50;0.94;
17.8150;-0.56;0.95;
17.8160;-0.54;1.18;
17.8170;-0.82;1.84;
17.8180;-0.88;2.19;
17.8190;-0.88;2.31;
17.8200;-0.78;1.98;
17.8210;-0.62;1.23;
17.8220;-0.55;1.01;
17.8230;-0.44;0.78;
17.8240;-0.23;0.02;
17.8250;0.05;-0.56;
17.8260;0.15;-0.70;
17.8270;0.13;-0.90;
17.8280;-0.16;-0.17;
17.8290;-0.37;0.19;
17.8300;-0.41;0.39;
17.8310;-0.21;0.61;
17.8320;-0.24;0.61;
17.8330;-0.40;0.81;
17.8340;-0.48;0.99;
17.8350;-0.60;1.16;
17.8360;-0.53;1.04;
17.8370;-0.74;1.72;
17.8380;-0.94;2.18;
17.8390;-0.89;2.37;
17.8400;-0.77;2.08;
17.8410;-0.79;1.26;
17.8420;-0.54;0.97;
17.8430;-0.33;0.76;
17.8440;-0.16;0.16;
17.8450;0.10;-0.38;
17.8460;0.23;-0.82;
17.8470;0.07;-0.84;
17.8480;-0.13;-0.11;
17.8490;-0.18;0.18;
17.8500;-0.18;0.29;
17.8510;-0.19;0.43;
17.8520;-0.37;0.66;
17.8530;-0.32;0.65;
17.8540;-0.53;0.87;
17.8550;-0.49;0.98;
17.8560;-0.39;0.95;
17.8570;-0.76;1.67;
17.8580;-0.94;2.32;
17.8590;-0.97;2.21;
17.8600;-0.84;1.77;
17.8610;-0.50;1.34;
17.8620;-0.41;0.92;
17.8630;-0.39;0.66;
17.8640;-0.23;-0.11;
17.8650;-0.01;-0.48;
17.8660;0.05;-0.80;
17.8670;-0.02;-0.70;
17.8680;-0.15;0.08;
17.8690;-0.20;0.03;
17.8700;-0.33;0.36;
17.8710;-0.40;0.51;
17.8720;-0.38;0.60;
17.8730;-0.42;0.82;
17.8740;-0.43;0.81;
17.8750;-0.69;1.09;
17.8760;-0.42;0.98;
17.8770;-0.53;1.69;
17.8780;-0.91;2.18;
17.8790;-0.96;2.22;
17.8800;-0.78;1.89;
17.8810;-0.66;1.20;
17.8820;-0.65;0.95;
17.8830;-0.22;0.52;
17.8840;-0.09;-0.07;
17.8850;0.10;-0.53;
17.8860;0.16;-0.72;
17.8870;0.12;-0.61;
17.8880;-0.09;0.02;
17.8890;-0.27;0.17;
17.8900;-0.21;0.39;
17.8910;-0.34;0.54;
17.8920;-0.45;0.67;
